,market_volatility,avg_correlation,cross_sectional_dispersion,regime_score,label
2018-08-06,0.0055090659033746,0.1515543199773023,0.013302356288558,-0.6739178215368145,0
2018-08-07,0.0048722230809776,0.1306835804979888,0.0130745730285747,-0.7690552837205357,0
2018-08-08,0.0049280632396631,0.1337696794180503,0.0129752525051158,-0.7640755649777646,0
2018-08-09,0.0047094740238259,0.1240843393009042,0.0128915378532364,-0.8021009089867166,0
2018-08-10,0.0048749594828561,0.1330111414684398,0.012836314731339,-0.775957510758629,0
2018-08-13,0.0049535439971354,0.1399070053172549,0.0126873056099555,-0.7642465911624863,0
2018-08-14,0.0050097768419861,0.1452739516769071,0.0126317800340674,-0.7524646857554542,0
2018-08-15,0.0052086777745962,0.1469756775137365,0.0129329238588235,-0.7211091924071511,0
2018-08-16,0.0051990905963259,0.1478429330020383,0.0130111910837995,-0.7161122004752543,0
2018-08-17,0.0050540801257675,0.140975676137199,0.0130126661809629,-0.7394113254304997,0
2018-08-20,0.0048889860507712,0.1403906131138773,0.0128230238959055,-0.7607813101750952,0
2018-08-21,0.0048699454183313,0.1337762248491204,0.0129353366885296,-0.7698410232482125,0
2018-08-22,0.004568442876717,0.1216373424558667,0.0129555023358702,-0.8131141061678122,0
